
 ARM-M0-Memcpy - Program started!
 CPU frequency: 125000000Hz
46	680.0	792.5	682.5	737.5	1016.2	865.0	866.2	857.5	866.2	863.8	856.2	1016.2	866.2	857.5	1015.0	866.2
47	735.0	735.0	738.8	737.5	916.2	916.2	918.8	910.0	918.8	916.2	908.8	916.2	918.8	910.0	915.0	917.5
48	676.2	791.2	738.8	791.2	970.0	967.5	970.0	812.5	970.0	968.8	810.0	970.0	970.0	811.2	968.8	970.0
49	732.5	790.0	792.5	736.2	1021.2	1020.0	870.0	863.8	1022.5	867.5	862.5	1022.5	870.0	863.8	1020.0	1022.5
50	732.5	843.8	735.0	790.0	1073.8	921.2	925.0	916.2	923.8	921.2	915.0	1073.8	923.8	916.2	1072.5	925.0
51	786.2	788.8	790.0	790.0	973.8	973.8	976.2	968.8	976.2	973.8	966.2	973.8	976.2	967.5	972.5	976.2
52	728.8	841.2	790.0	843.8	1027.5	1026.2	1027.5	870.0	1027.5	1026.2	868.8	1028.8	1027.5	871.2	1025.0	1027.5
53	783.8	842.5	843.8	786.2	1080.0	1078.8	927.5	922.5	1080.0	926.2	920.0	1080.0	927.5	922.5	1077.5	1081.2
54	783.8	896.2	786.2	842.5	1132.5	980.0	982.5	973.8	981.2	980.0	971.2	1132.5	982.5	973.8	1130.0	982.5
55	837.5	837.5	841.2	842.5	1032.5	1031.2	1033.8	1026.2	1033.8	1032.5	1023.8	1032.5	1033.8	1026.2	1030.0	1033.8
56	780.0	895.0	842.5	896.2	1085.0	1083.8	1086.2	928.8	1086.2	1085.0	926.2	1086.2	1086.2	928.8	1085.0	1086.2
57	836.2	893.8	896.2	837.5	1138.8	1135.0	986.2	980.0	1137.5	983.8	978.8	1138.8	986.2	980.0	1136.2	1137.5
58	836.2	948.8	837.5	893.8	1190.0	1038.8	1040.0	1031.2	1040.0	1038.8	1031.2	1190.0	1040.0	1032.5	1187.5	1040.0
59	890.0	890.0	893.8	893.8	1090.0	1090.0	1091.2	1083.8	1092.5	1090.0	1082.5	1090.0	1091.2	1083.8	1087.5	1092.5
60	832.5	946.2	893.8	948.8	1143.8	1141.2	1143.8	986.2	1143.8	1142.5	983.8	1143.8	1143.8	986.2	1141.2	1143.8
61	887.5	946.2	948.8	890.0	1196.2	1195.0	1043.8	1038.8	1196.2	1041.2	1036.2	1196.2	1043.8	1038.8	1195.0	1196.2
62	888.8	1000.0	890.0	946.2	1247.5	1096.2	1097.5	1091.2	1097.5	1096.2	1087.5	1247.5	1098.8	1090.0	1246.2	1098.8
63	941.2	942.5	946.2	946.2	1147.5	1148.8	1150.0	1142.5	1150.0	1148.8	1140.0	1148.8	1150.0	1142.5	1146.2	1150.0
64	883.8	998.8	946.2	1000.0	1201.2	1200.0	1202.5	1043.8	1202.5	1200.0	1041.2	1201.2	1201.2	1043.8	1200.0	1202.5
65	940.0	997.5	1000.0	943.8	1253.8	1252.5	1101.2	1096.2	1253.8	1100.0	1093.8	1253.8	1102.5	1096.2	1252.5	1253.8
66	940.0	1052.5	942.5	997.5	1306.2	1155.0	1156.2	1148.8	1156.2	1153.8	1146.2	1306.2	1156.2	1147.5	1305.0	1156.2
67	993.8	996.2	997.5	997.5	1206.2	1206.2	1207.5	1201.2	1207.5	1206.2	1197.5	1205.0	1207.5	1200.0	1203.8	1208.8
68	936.2	1050.0	997.5	1052.5	1260.0	1258.8	1260.0	1102.5	1260.0	1258.8	1100.0	1260.0	1260.0	1102.5	1257.5	1260.0
69	992.5	1050.0	1052.5	995.0	1312.5	1310.0	1160.0	1153.8	1312.5	1157.5	1152.5	1312.5	1160.0	1153.8	1310.0	1312.5
70	992.5	1105.0	995.0	1050.0	1363.8	1212.5	1213.8	1206.2	1215.0	1212.5	1203.8	1363.8	1213.8	1206.2	1362.5	1215.0
71	1046.2	1046.2	1050.0	1050.0	1265.0	1263.8	1266.2	1258.8	1265.0	1263.8	1256.2	1263.8	1266.2	1258.8	1261.2	1266.2
72	988.8	1101.2	1050.0	1105.0	1318.8	1316.2	1317.5	1160.0	1317.5	1316.2	1157.5	1318.8	1317.5	1160.0	1316.2	1317.5
73	1045.0	1102.5	1103.8	1045.0	1370.0	1368.8	1217.5	1212.5	1370.0	1216.2	1210.0	1370.0	1217.5	1211.2	1367.5	1370.0
74	1045.0	1156.2	1046.2	1102.5	1422.5	1270.0	1272.5	1265.0	1272.5	1270.0	1262.5	1422.5	1272.5	1263.8	1420.0	1272.5
75	1097.5	1097.5	1102.5	1101.2	1322.5	1321.2	1323.8	1316.2	1323.8	1322.5	1313.8	1322.5	1323.8	1316.2	1320.0	1325.0
76	1040.0	1153.8	1102.5	1156.2	1376.2	1375.0	1376.2	1218.8	1376.2	1373.8	1216.2	1376.2	1376.2	1218.8	1373.8	1375.0
77	1096.2	1155.0	1155.0	1098.8	1427.5	1425.0	1276.2	1270.0	1428.8	1273.8	1267.5	1428.8	1276.2	1270.0	1426.2	1428.8
78	1096.2	1207.5	1097.5	1153.8	1480.0	1327.5	1330.0	1322.5	1330.0	1328.8	1321.2	1480.0	1330.0	1321.2	1477.5	1330.0
79	1150.0	1150.0	1153.8	1153.8	1380.0	1380.0	1381.2	1373.8	1381.2	1380.0	1372.5	1380.0	1382.5	1375.0	1377.5	1382.5
80	1092.5	1206.2	1155.0	1207.5	1433.8	1431.2	1433.8	1276.2	1433.8	1432.5	1273.8	1433.8	1433.8	1276.2	1432.5	1433.8
81	1147.5	1206.2	1207.5	1152.5	1486.2	1485.0	1333.8	1327.5	1486.2	1332.5	1326.2	1486.2	1333.8	1328.8	1485.0	1486.2
82	1148.8	1260.0	1150.0	1206.2	1537.5	1386.2	1388.8	1380.0	1388.8	1386.2	1377.5	1538.8	1387.5	1380.0	1535.0	1387.5
83	1202.5	1203.8	1206.2	1206.2	1438.8	1437.5	1440.0	1431.2	1440.0	1438.8	1430.0	1437.5	1441.2	1432.5	1436.2	1440.0
99	1410.0	1412.5	1415.0	1413.8	1670.0	1670.0	1671.2	1663.8	1671.2	1670.0	1662.5	1670.0	1672.5	1663.8	1668.8	1672.5
100	1351.2	1466.2	1413.8	1468.8	1723.8	1722.5	1723.8	1566.2	1723.8	1722.5	1563.8	1723.8	1723.8	1566.2	1722.5	1725.0
101	1407.5	1466.2	1467.5	1410.0	1776.2	1773.8	1623.8	1617.5	1776.2	1622.5	1616.2	1776.2	1623.8	1618.8	1775.0	1776.2
102	1407.5	1520.0	1410.0	1466.2	1828.8	1676.2	1677.5	1671.2	1677.5	1676.2	1667.5	1828.8	1677.5	1670.0	1826.2	1677.5
103	1462.5	1461.2	1466.2	1466.2	1728.8	1728.8	1730.0	1722.5	1730.0	1728.8	1720.0	1727.5	1730.0	1722.5	1726.2	1730.0
104	1403.8	1518.8	1466.2	1520.0	1782.5	1780.0	1782.5	1625.0	1782.5	1780.0	1622.5	1782.5	1782.5	1623.8	1780.0	1782.5
105	1460.0	1517.5	1520.0	1462.5	1833.8	1832.5	1682.5	1676.2	1833.8	1680.0	1675.0	1833.8	1682.5	1676.2	1832.5	1833.8
106	1460.0	1571.2	1462.5	1517.5	1885.0	1733.8	1736.2	1727.5	1736.2	1733.8	1726.2	1886.2	1736.2	1728.8	1883.8	1736.2
107	1515.0	1515.0	1517.5	1517.5	1786.2	1786.2	1788.8	1780.0	1787.5	1786.2	1777.5	1786.2	1788.8	1780.0	1783.8	1788.8
199	2710.0	2710.0	2713.8	2713.8	3120.0	3121.2	3122.5	3113.8	3122.5	3120.0	3112.5	3120.0	3121.2	3113.8	3117.5	3122.5
200	2652.5	2766.2	2713.8	2768.8	3173.8	3172.5	3173.8	3016.2	3173.8	3172.5	3013.8	3173.8	3175.0	3016.2	3172.5	3173.8
201	2707.5	2766.2	2767.5	2710.0	3226.2	3223.8	3073.8	3067.5	3226.2	3072.5	3066.2	3226.2	3075.0	3067.5	3223.8	3226.2
202	2707.5	2820.0	2710.0	2766.2	3278.8	3126.2	3127.5	3121.2	3127.5	3126.2	3117.5	3277.5	3128.8	3120.0	3276.2	3128.8
203	2762.5	2761.2	2766.2	2766.2	3177.5	3178.8	3180.0	3172.5	3180.0	3178.8	3170.0	3177.5	3180.0	3172.5	3176.2	3180.0
204	2703.8	2817.5	2766.2	2820.0	3232.5	3230.0	3232.5	3075.0	3232.5	3230.0	3072.5	3232.5	3232.5	3073.8	3230.0	3231.2
205	2760.0	2818.8	2820.0	2762.5	3285.0	3282.5	3132.5	3126.2	3283.8	3130.0	3125.0	3283.8	3132.5	3126.2	3282.5	3285.0
206	2760.0	2871.2	2762.5	2817.5	3336.2	3183.8	3186.2	3178.8	3186.2	3183.8	3176.2	3336.2	3186.2	3177.5	3335.0	3186.2
207	2815.0	2815.0	2817.5	2817.5	3236.2	3236.2	3238.8	3230.0	3237.5	3236.2	3227.5	3236.2	3237.5	3230.0	3233.8	3238.8
299	4011.2	4010.0	4015.0	4015.0	4570.0	4570.0	4572.5	4563.8	4572.5	4570.0	4561.2	4570.0	4572.5	4565.0	4567.5	4571.2
300	3952.5	4066.2	4013.8	4067.5	4623.8	4622.5	4623.8	4466.2	4623.8	4621.2	4463.8	4623.8	4625.0	4466.2	4622.5	4623.8
301	4007.5	4066.2	4067.5	4010.0	4676.2	4673.8	4523.8	4518.8	4676.2	4522.5	4516.2	4676.2	4523.8	4517.5	4673.8	4676.2
302	4008.8	4120.0	4010.0	4066.2	4727.5	4576.2	4577.5	4571.2	4578.8	4576.2	4567.5	4727.5	4578.8	4570.0	4726.2	4578.8
303	4062.5	4061.2	4066.2	4066.2	4627.5	4628.8	4630.0	4622.5	4630.0	4627.5	4621.2	4627.5	4630.0	4622.5	4626.2	4631.2
304	4003.8	4118.8	4066.2	4120.0	4681.2	4680.0	4682.5	4523.8	4682.5	4680.0	4521.2	4682.5	4682.5	4523.8	4680.0	4682.5
305	4061.2	4118.8	4121.2	4065.0	4735.0	4732.5	4582.5	4576.2	4735.0	4580.0	4575.0	4733.8	4582.5	4576.2	4732.5	4735.0
306	4060.0	4172.5	4062.5	4118.8	4786.2	4635.0	4636.2	4628.8	4635.0	4633.8	4626.2	4786.2	4636.2	4627.5	4783.8	4636.2
307	4113.8	4116.2	4117.5	4117.5	4686.2	4686.2	4687.5	4680.0	4687.5	4686.2	4677.5	4686.2	4688.8	4680.0	4683.8	4688.8
399	5310.0	5310.0	5313.8	5315.0	6020.0	6021.2	6022.5	6013.8	6022.5	6020.0	6011.2	6020.0	6022.5	6013.8	6018.8	6022.5
400	5252.5	5366.2	5313.8	5367.5	6073.8	6071.2	6073.8	5916.2	6075.0	6072.5	5913.8	6073.8	6073.8	5916.2	6071.2	6073.8
401	5308.8	5366.2	5368.8	5312.5	6126.2	6125.0	5973.8	5968.8	6126.2	5972.5	5966.2	6126.2	5975.0	5968.8	6125.0	6126.2
402	5308.8	5420.0	5310.0	5366.2	6177.5	6026.2	6027.5	6021.2	6028.8	6026.2	6017.5	6178.8	6027.5	6020.0	6176.2	6028.8
403	5361.2	5363.8	5366.2	5366.2	6078.8	6077.5	6080.0	6071.2	6080.0	6078.8	6070.0	6077.5	6080.0	6072.5	6076.2	6080.0
404	5305.0	5417.5	5366.2	5420.0	6132.5	6130.0	6131.2	5973.8	6132.5	6130.0	5972.5	6132.5	6132.5	5975.0	6130.0	6132.5
405	5360.0	5417.5	5420.0	5362.5	6185.0	6182.5	6032.5	6026.2	6185.0	6030.0	6025.0	6183.8	6032.5	6026.2	6182.5	6183.8
406	5360.0	5472.5	5362.5	5418.8	6236.2	6085.0	6086.2	6078.8	6086.2	6083.8	6076.2	6236.2	6086.2	6077.5	6233.8	6086.2
407	5413.8	5413.8	5418.8	5418.8	6136.2	6136.2	6137.5	6130.0	6137.5	6135.0	6127.5	6136.2	6137.5	6130.0	6133.8	6138.8
499	6610.0	6612.5	6613.8	6615.0	7470.0	7470.0	7472.5	7463.8	7472.5	7470.0	7462.5	7471.2	7472.5	7463.8	7468.8	7472.5
500	6552.5	6666.2	6613.8	6668.8	7523.8	7522.5	7523.8	7366.2	7525.0	7522.5	7363.8	7523.8	7525.0	7366.2	7522.5	7523.8
501	6607.5	6666.2	6667.5	6610.0	7576.2	7573.8	7425.0	7417.5	7576.2	7422.5	7416.2	7576.2	7423.8	7417.5	7575.0	7576.2
502	6608.8	6720.0	6610.0	6666.2	7628.8	7476.2	7477.5	7470.0	7478.8	7476.2	7467.5	7627.5	7478.8	7470.0	7626.2	7478.8
503	6662.5	6662.5	6666.2	6666.2	7527.5	7528.8	7530.0	7522.5	7530.0	7527.5	7521.2	7527.5	7530.0	7522.5	7526.2	7530.0
504	6605.0	6718.8	6666.2	6720.0	7581.2	7580.0	7582.5	7423.8	7582.5	7580.0	7421.2	7581.2	7582.5	7423.8	7580.0	7582.5
505	6660.0	6718.8	6720.0	6662.5	7635.0	7632.5	7482.5	7476.2	7633.8	7480.0	7473.8	7633.8	7482.5	7476.2	7632.5	7635.0
506	6660.0	6772.5	6661.2	6718.8	7686.2	7533.8	7536.2	7527.5	7536.2	7533.8	7526.2	7686.2	7536.2	7527.5	7683.8	7536.2
507	6713.8	6713.8	6717.5	6717.5	7586.2	7586.2	7588.8	7580.0	7588.8	7585.0	7577.5	7586.2	7587.5	7580.0	7583.8	7588.8
508	6656.2	6770.0	6717.5	6772.5	7640.0	7637.5	7640.0	7481.2	7640.0	7638.8	7480.0	7640.0	7640.0	7481.2	7637.5	7641.2
509	6711.2	6770.0	6772.5	6713.8	7692.5	7690.0	7540.0	7533.8	7692.5	7537.5	7531.2	7691.2	7540.0	7535.0	7690.0	7692.5
510	6712.5	6823.8	6713.8	6770.0	7743.8	7592.5	7593.8	7586.2	7593.8	7591.2	7583.8	7743.8	7593.8	7586.2	7741.2	7593.8
511	6766.2	6766.2	6770.0	6770.0	7645.0	7643.8	7646.2	7638.8	7646.2	7643.8	7636.2	7643.8	7646.2	7638.8	7642.5	7646.2
512	6708.8	6822.5	6770.0	6823.8	7698.8	7696.2	7697.5	7540.0	7697.5	7695.0	7537.5	7697.5	7698.8	7540.0	7696.2	7698.8

memcpy_armv6m_test_miwo_1_mssp_2_opxip_1_opsz_0_msup_0
 FLASH - NO CACHE
Size	 0-0	 1-1	 2-2	 3-3	 0-1	 0-2	 0-3	 1-0	 1-2	 1-3	 2-0	 2-1	 2-3	 3-0	 3-1	 3-2
0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	36.2	36.2	35.0	35.0	35.0	35.0	35.0	35.0
1	88.8	88.8	88.8	87.5	88.8	88.8	88.8	87.5	87.5	87.5	87.5	87.5	88.8	88.8	88.8	88.8
2	140.0	141.2	141.2	141.2	140.0	140.0	140.0	140.0	140.0	141.2	141.2	140.0	140.0	140.0	140.0	140.0
3	192.5	192.5	192.5	192.5	191.2	192.5	192.5	192.5	192.5	192.5	192.5	191.2	192.5	191.2	191.2	192.5
4	243.8	245.0	245.0	245.0	243.8	243.8	243.8	243.8	243.8	245.0	245.0	245.0	245.0	245.0	243.8	243.8
5	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2
6	347.5	348.8	348.8	348.8	347.5	347.5	348.8	348.8	347.5	348.8	348.8	348.8	348.8	348.8	348.8	347.5
7	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	401.2	400.0	400.0	400.0	400.0	400.0	401.2
8	156.2	272.5	220.0	273.8	182.5	182.5	182.5	232.5	232.5	232.5	235.0	233.8	235.0	232.5	232.5	232.5
9	212.5	271.2	273.8	216.2	236.2	236.2	236.2	237.5	237.5	237.5	236.2	235.0	236.2	237.5	238.8	238.8
10	212.5	326.2	216.2	272.5	240.0	240.0	240.0	240.0	240.0	240.0	240.0	240.0	240.0	292.5	291.2	291.2
11	266.2	268.8	272.5	272.5	242.5	241.2	242.5	245.0	245.0	245.0	295.0	293.8	295.0	296.2	296.2	296.2
12	207.5	323.8	271.2	325.0	248.8	247.5	247.5	297.5	297.5	297.5	300.0	301.2	300.0	298.8	298.8	298.8
13	265.0	323.8	326.2	267.5	302.5	302.5	302.5	303.8	303.8	303.8	302.5	301.2	302.5	303.8	303.8	303.8
14	263.8	378.8	267.5	323.8	306.2	306.2	306.2	306.2	306.2	306.2	306.2	306.2	306.2	358.8	357.5	358.8
15	317.5	320.0	325.0	325.0	308.8	307.5	307.5	310.0	310.0	311.2	361.2	361.2	360.0	362.5	362.5	362.5
16	260.0	376.2	325.0	377.5	315.0	313.8	313.8	363.8	363.8	365.0	366.2	366.2	366.2	365.0	363.8	363.8
17	316.2	376.2	378.8	320.0	368.8	368.8	368.8	370.0	370.0	371.2	367.5	367.5	368.8	370.0	371.2	371.2
18	316.2	430.0	318.8	373.8	371.2	372.5	371.2	372.5	372.5	371.2	372.5	372.5	372.5	423.8	423.8	425.0
19	370.0	372.5	373.8	373.8	373.8	373.8	375.0	376.2	375.0	376.2	426.2	426.2	426.2	428.8	427.5	428.8
20	311.2	426.2	373.8	428.8	380.0	380.0	380.0	430.0	430.0	431.2	432.5	432.5	431.2	430.0	431.2	430.0
21	368.8	426.2	427.5	370.0	435.0	433.8	435.0	436.2	435.0	436.2	435.0	433.8	435.0	436.2	436.2	436.2
22	367.5	480.0	370.0	426.2	438.8	438.8	438.8	438.8	438.8	438.8	438.8	437.5	438.8	490.0	491.2	491.2
23	422.5	422.5	426.2	426.2	440.0	440.0	440.0	442.5	442.5	442.5	492.5	491.2	492.5	493.8	493.8	495.0
24	363.8	478.8	426.2	480.0	445.0	446.2	446.2	496.2	496.2	496.2	497.5	498.8	498.8	496.2	496.2	496.2
25	420.0	477.5	480.0	422.5	500.0	501.2	501.2	502.5	502.5	501.2	500.0	501.2	500.0	502.5	502.5	502.5
26	420.0	532.5	422.5	478.8	505.0	503.8	505.0	503.8	503.8	505.0	503.8	505.0	503.8	555.0	555.0	556.2
27	473.8	475.0	478.8	477.5	506.2	506.2	506.2	507.5	508.8	508.8	558.8	558.8	558.8	560.0	560.0	560.0
28	416.2	530.0	478.8	532.5	512.5	512.5	511.2	562.5	562.5	561.2	565.0	563.8	563.8	562.5	562.5	561.2
29	472.5	531.2	532.5	475.0	566.2	566.2	566.2	567.5	568.8	568.8	566.2	566.2	566.2	568.8	568.8	568.8
30	472.5	583.8	475.0	530.0	570.0	570.0	570.0	570.0	570.0	570.0	570.0	570.0	571.2	621.2	622.5	622.5
31	526.2	526.2	531.2	530.0	571.2	572.5	572.5	573.8	575.0	573.8	623.8	625.0	623.8	626.2	626.2	626.2
32	467.5	582.5	530.0	583.8	577.5	578.8	578.8	628.8	628.8	628.8	630.0	630.0	630.0	628.8	628.8	628.8
33	523.8	582.5	583.8	528.8	632.5	632.5	632.5	633.8	633.8	633.8	631.2	632.5	632.5	633.8	633.8	635.0
34	523.8	636.2	526.2	582.5	636.2	636.2	636.2	636.2	636.2	636.2	636.2	636.2	636.2	687.5	688.8	688.8
35	578.8	580.0	582.5	582.5	638.8	638.8	638.8	640.0	640.0	640.0	690.0	690.0	690.0	691.2	692.5	691.2
36	520.0	633.8	582.5	635.0	643.8	643.8	645.0	693.8	695.0	693.8	696.2	695.0	695.0	693.8	695.0	693.8
37	576.2	633.8	636.2	577.5	698.8	698.8	698.8	700.0	700.0	700.0	697.5	698.8	698.8	700.0	701.2	701.2
38	576.2	687.5	577.5	633.8	701.2	702.5	702.5	701.2	702.5	702.5	701.2	702.5	702.5	753.8	755.0	753.8
39	630.0	630.0	633.8	635.0	703.8	703.8	703.8	706.2	706.2	706.2	756.2	756.2	756.2	758.8	757.5	758.8
40	572.5	686.2	633.8	688.8	710.0	711.2	710.0	760.0	760.0	760.0	762.5	762.5	761.2	760.0	761.2	760.0
41	628.8	685.0	688.8	630.0	763.8	763.8	763.8	766.2	766.2	766.2	763.8	763.8	763.8	765.0	766.2	766.2
42	628.8	740.0	631.2	686.2	768.8	768.8	768.8	768.8	768.8	768.8	768.8	768.8	768.8	820.0	821.2	821.2
43	681.2	682.5	686.2	686.2	770.0	770.0	770.0	772.5	772.5	771.2	822.5	822.5	821.2	825.0	823.8	825.0
44	625.0	738.8	686.2	740.0	776.2	775.0	776.2	826.2	826.2	826.2	828.8	828.8	828.8	826.2	826.2	826.2
45	680.0	738.8	740.0	681.2	830.0	830.0	830.0	832.5	831.2	832.5	830.0	830.0	831.2	831.2	832.5	831.2
46	681.2	792.5	682.5	738.8	833.8	835.0	833.8	833.8	835.0	833.8	833.8	835.0	833.8	885.0	886.2	886.2
47	735.0	735.0	738.8	737.5	836.2	836.2	836.2	838.8	838.8	838.8	888.8	888.8	888.8	890.0	890.0	891.2
48	675.0	790.0	737.5	791.2	841.2	842.5	842.5	891.2	892.5	892.5	893.8	895.0	893.8	891.2	892.5	892.5
49	731.2	790.0	791.2	736.2	896.2	896.2	896.2	897.5	898.8	898.8	896.2	896.2	896.2	897.5	898.8	898.8
50	732.5	845.0	735.0	790.0	900.0	900.0	900.0	900.0	901.2	901.2	900.0	900.0	900.0	952.5	951.2	952.5
51	786.2	788.8	790.0	790.0	902.5	901.2	902.5	903.8	903.8	903.8	955.0	953.8	953.8	956.2	956.2	956.2
52	727.5	842.5	790.0	843.8	907.5	908.8	908.8	958.8	958.8	958.8	960.0	960.0	961.2	957.5	957.5	958.8
53	783.8	842.5	845.0	786.2	961.2	962.5	962.5	965.0	963.8	963.8	962.5	962.5	961.2	965.0	963.8	963.8
54	785.0	896.2	785.0	842.5	966.2	966.2	966.2	966.2	966.2	965.0	965.0	966.2	966.2	1018.8	1017.5	1018.8
55	837.5	837.5	841.2	842.5	967.5	968.8	968.8	970.0	971.2	971.2	1020.0	1020.0	1021.2	1022.5	1021.2	1021.2
56	781.2	893.8	842.5	895.0	973.8	973.8	975.0	1023.8	1023.8	1023.8	1026.2	1026.2	1026.2	1025.0	1023.8	1023.8
57	836.2	893.8	896.2	837.5	1027.5	1028.8	1028.8	1030.0	1030.0	1030.0	1028.8	1028.8	1027.5	1031.2	1030.0	1030.0
58	836.2	948.8	837.5	893.8	1031.2	1031.2	1031.2	1031.2	1032.5	1031.2	1032.5	1031.2	1031.2	1083.8	1083.8	1083.8
59	890.0	890.0	893.8	895.0	1033.8	1033.8	1033.8	1036.2	1036.2	1036.2	1086.2	1086.2	1086.2	1087.5	1088.8	1088.8
60	832.5	946.2	893.8	948.8	1040.0	1040.0	1040.0	1090.0	1090.0	1090.0	1092.5	1092.5	1092.5	1090.0	1090.0	1090.0
61	888.8	946.2	948.8	890.0	1093.8	1093.8	1093.8	1096.2	1096.2	1096.2	1093.8	1093.8	1095.0	1096.2	1096.2	1096.2
62	887.5	1000.0	890.0	945.0	1097.5	1098.8	1097.5	1098.8	1097.5	1097.5	1098.8	1097.5	1098.8	1150.0	1150.0	1151.2
63	942.5	942.5	946.2	946.2	1100.0	1100.0	1100.0	1102.5	1102.5	1102.5	1152.5	1152.5	1152.5	1153.8	1153.8	1153.8
64	885.0	998.8	946.2	1000.0	1106.2	1106.2	1106.2	1156.2	1156.2	1156.2	1158.8	1158.8	1157.5	1156.2	1156.2	1156.2
65	940.0	998.8	1000.0	945.0	1160.0	1161.2	1160.0	1162.5	1162.5	1162.5	1160.0	1161.2	1160.0	1162.5	1162.5	1162.5
66	940.0	1052.5	941.2	998.8	1165.0	1163.8	1163.8	1163.8	1165.0	1163.8	1163.8	1163.8	1163.8	1216.2	1216.2	1216.2
67	993.8	996.2	997.5	997.5	1166.2	1165.0	1166.2	1167.5	1167.5	1168.8	1217.5	1218.8	1217.5	1220.0	1220.0	1220.0
68	936.2	1050.0	998.8	1051.2	1172.5	1172.5	1171.2	1221.2	1222.5	1221.2	1223.8	1223.8	1223.8	1222.5	1222.5	1222.5
69	991.2	1050.0	1052.5	995.0	1226.2	1226.2	1226.2	1227.5	1228.8	1227.5	1226.2	1226.2	1226.2	1228.8	1228.8	1227.5
70	992.5	1105.0	995.0	1050.0	1230.0	1231.2	1230.0	1230.0	1230.0	1230.0	1230.0	1230.0	1231.2	1282.5	1281.2	1281.2
71	1046.2	1046.2	1050.0	1050.0	1232.5	1232.5	1232.5	1235.0	1233.8	1233.8	1283.8	1283.8	1285.0	1286.2	1286.2	1286.2
72	988.8	1101.2	1050.0	1103.8	1238.8	1237.5	1238.8	1287.5	1288.8	1287.5	1290.0	1290.0	1290.0	1288.8	1287.5	1288.8
73	1043.8	1101.2	1103.8	1046.2	1292.5	1292.5	1292.5	1293.8	1293.8	1293.8	1292.5	1292.5	1292.5	1293.8	1293.8	1293.8
74	1045.0	1156.2	1046.2	1102.5	1426.2	1272.5	1276.2	1270.0	1273.8	1273.8	1268.8	1426.2	1276.2	1270.0	1425.0	1273.8
75	1098.8	1098.8	1102.5	1101.2	1323.8	1327.5	1327.5	1322.5	1330.0	1326.2	1320.0	1323.8	1328.8	1322.5	1322.5	1330.0
76	1040.0	1155.0	1102.5	1156.2	1381.2	1380.0	1380.0	1221.2	1382.5	1377.5	1218.8	1380.0	1380.0	1220.0	1377.5	1381.2
77	1096.2	1155.0	1156.2	1098.8	1431.2	1431.2	1277.5	1276.2	1433.8	1276.2	1273.8	1432.5	1277.5	1276.2	1430.0	1433.8
78	1096.2	1207.5	1097.5	1153.8	1483.8	1330.0	1333.8	1327.5	1331.2	1331.2	1325.0	1483.8	1333.8	1327.5	1481.2	1332.5
79	1150.0	1150.0	1153.8	1155.0	1382.5	1386.2	1386.2	1380.0	1387.5	1385.0	1377.5	1381.2	1386.2	1380.0	1380.0	1388.8
80	1092.5	1206.2	1155.0	1208.8	1437.5	1437.5	1438.8	1278.8	1440.0	1436.2	1276.2	1437.5	1438.8	1277.5	1436.2	1440.0
81	1147.5	1206.2	1207.5	1152.5	1490.0	1491.2	1336.2	1333.8	1492.5	1333.8	1332.5	1490.0	1336.2	1335.0	1487.5	1491.2
82	1148.8	1260.0	1150.0	1206.2	1541.2	1387.5	1392.5	1386.2	1391.2	1390.0	1383.8	1542.5	1392.5	1386.2	1540.0	1391.2
83	1202.5	1203.8	1206.2	1206.2	1441.2	1443.8	1443.8	1437.5	1445.0	1441.2	1436.2	1440.0	1445.0	1437.5	1438.8	1446.2
99	1410.0	1412.5	1413.8	1415.0	1672.5	1676.2	1676.2	1670.0	1677.5	1675.0	1667.5	1671.2	1676.2	1670.0	1670.0	1678.8
100	1352.5	1466.2	1413.8	1468.8	1727.5	1728.8	1728.8	1567.5	1730.0	1726.2	1566.2	1728.8	1728.8	1567.5	1726.2	1731.2
101	1408.8	1466.2	1467.5	1410.0	1780.0	1780.0	1626.2	1625.0	1782.5	1623.8	1622.5	1780.0	1626.2	1625.0	1777.5	1781.2
102	1407.5	1520.0	1410.0	1466.2	1832.5	1678.8	1682.5	1676.2	1680.0	1680.0	1675.0	1832.5	1682.5	1676.2	1830.0	1680.0
103	1462.5	1461.2	1466.2	1466.2	1730.0	1733.8	1733.8	1727.5	1736.2	1731.2	1725.0	1730.0	1733.8	1728.8	1728.8	1736.2
104	1403.8	1517.5	1466.2	1520.0	1786.2	1786.2	1785.0	1626.2	1787.5	1783.8	1623.8	1786.2	1786.2	1626.2	1785.0	1787.5
105	1460.0	1517.5	1520.0	1461.2	1837.5	1837.5	1685.0	1681.2	1840.0	1682.5	1680.0	1838.8	1683.8	1681.2	1836.2	1840.0
106	1460.0	1572.5	1462.5	1518.8	1890.0	1736.2	1740.0	1733.8	1737.5	1738.8	1731.2	1890.0	1740.0	1735.0	1887.5	1737.5
107	1515.0	1515.0	1518.8	1518.8	1787.5	1792.5	1792.5	1786.2	1795.0	1790.0	1785.0	1787.5	1791.2	1785.0	1786.2	1793.8
199	2710.0	2710.0	2713.8	2715.0	3122.5	3126.2	3126.2	3120.0	3128.8	3125.0	3117.5	3121.2	3126.2	3120.0	3120.0	3127.5
